29.498886,20.934557,31.361678,2.6,24.48,3700,19.653,19534
29.994598,21.349802,31.884156,2.6,24.48,3700,18.631,19241
30.367889,21.764623,32.290055,2.6,24.48,3700,19.149,20389
30.695972,21.958946,32.701262,2.6,24.48,3700,18.255,21257
30.976119,21.902797,33.126891,2.6,24.48,3700,17.887,21836
31.250957,22.082066,33.487296,2.6,24.48,3700,17.8013,22018
31.523211,22.257312,33.67274,2.6,24.48,3700,18.1278,18592
31.803502,22.35776,33.880965,2.6,24.48,3700,18.6212,18228
32.199613,22.494614,34.240925,2.6,24.48,3700,18.82,17934
32.456941,22.878411,34.583575,2.6,24.48,3700,18.725,19297
32.820042,23.371753,34.934417,2.6,24.48,3700,20.1075,18697
33.279875,23.685419,35.253572,2.6,24.48,3700,20.834,18636
34.003924,24.424211,35.860077,2.3,28.08,380,20.7275,21696
34.599238,24.800939,36.635635,2.3,28.08,380,20.572,19848
35.004533,25.116825,37.06191,2.3,28.08,380,18.864,20654
35.332042,25.178475,37.494183,2.3,28.08,380,19.385,18863
35.613481,24.799436,37.921042,2.3,28.08,380,18.7851,20235
36.03442,24.957624,38.503816,2.3,28.08,380,18.7525,20327
36.381878,25.138119,38.742033,2.3,28.08,380,18.28,20731
36.731632,25.30152,39.147866,2.3,28.08,380,18.4684,19752
37.327376,25.488175,39.873861,2.3,28.08,380,17.175,19511
37.862269,25.88039,40.609198,2.3,28.08,380,17.2806,20586
38.532786,27.027337,41.107196,2.3,28.08,380,18.135,20047
39.472974,28.330247,41.698789,2.3,28.08,380,18.11,19067
40.46977,28.82682,42.888162,2,32.02,4400,17.18,18754
41.013643,29.295925,43.669109,2,32.02,4400,16.5745,18815
41.394684,29.591463,44.287377,2,32.02,4400,16.5,20614
41.774577,29.731157,44.831502,2,32.02,4400,16.9193,19204
42.025877,29.297824,45.303236,2,32.02,4400,16.7522,20260
42.302006,29.4585,45.673689,2,32.02,4400,16.1106,19780
42.58158,29.690761,45.874739,2,32.02,4400,15.7389,19254
42.821255,29.863945,46.194478,2,32.02,4400,15.3775,18963
43.235018,30.166786,46.495088,2,32.02,4400,15.3488,18091
43.508851,30.584621,46.89971,2,32.02,4400,15.2618,18885
43.895776,31.546427,47.256616,2,32.02,4400,14.9507,17661
44.335516,32.030223,47.579855,2,32.02,4400,14.989,16931
44.93083,32.652955,48.13456,2.1,35.23,5080,14.749,15759
45.32938,33.149796,48.651394,2.1,35.23,5080,13.9367,14941
45.580681,33.498293,49.000164,2.1,35.23,5080,13.4772,15910
45.840018,33.670414,49.235287,2.1,35.23,5080,13.4277,14055
46.011379,33.367505,49.461958,2.1,35.23,5080,13.0878,15135
46.28392,33.591364,49.571907,2.1,35.23,5080,13.2177,14832
46.464466,33.857736,49.681201,2.1,35.23,5080,12.9682,15060
46.719785,34.279912,49.876658,2.1,35.23,5080,12.8587,14504
47.061072,34.694602,50.04912,2.1,35.23,5080,13.0792,14612
47.385136,35.210426,50.225221,2.1,35.23,5080,13.0578,14987
47.790288,36.163681,50.532869,2.1,35.23,5080,13.245,13808
48.307671,36.521834,50.763848,2.1,35.23,5080,13.3562,13144
48.575476,36.923007,51.154392,2,38.05,5540,13.0365,8476
48.543328,37.312734,51.541543,2,38.05,5540,13.1025,7993
